,donorID,campaignID,frequency_donor,total_donated,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,total_amount_1_month,total_freq_1_month,total_amount_2_month,total_freq_2_month,total_amount_3_month,total_freq_3_month,total_amount_4_month,total_freq_4_month,total_amount_5_month,total_freq_5_month,total_amount_6_month,total_freq_6_month,Recency_dono,gender,province_Brussels,province_East Flanders,province_Flemish Brabant,province_Hainaut,province_Liege,province_Limburg,province_Luxembourg,province_Missing,province_Namur,province_Walloon Brabant,province_West Flanders,region_Flanders,region_Missing,region_Wallonia,language_FR,language_NL,Unnamed: 0,total_freq_till_now,total_amount_till_now,freq_out_campaign,amount_out_campaign,freq_in_campaign,amount_in_campaign,total_amount_till_last_3_years,total_freq_till_last_3_years,Age
32,134162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,193530.0,1.0,15.0,0.0,0.0,1.0,15.0,0.0,0.0,42
33,102042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,18441.0,16.0,431.7,1.0,24.79,15.0,406.91,0.0,0.0,61
34,136934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,201916.0,2.0,50.0,0.0,0.0,2.0,50.0,0.0,0.0,27
35,126262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,165813.0,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,51
36,113933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,106581.0,2.0,182.227,0.0,0.0,2.0,182.227,150.0,1.0,45
37,119380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,134118.0,8.0,304.37,0.0,0.0,8.0,304.37,0.0,0.0,47
38,100249,7229.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1120.0,4.0,135.0,0.0,0.0,4.0,135.0,100.0,3.0,69
39,117440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,124781.0,10.0,229.78,0.0,0.0,10.0,229.78,0.0,0.0,43
40,131283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,184081.0,2.0,10.0,0.0,0.0,2.0,10.0,0.0,0.0,51
41,139543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,207162.0,1.0,50.0,0.0,0.0,1.0,50.0,0.0,0.0,38
42,111228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,91106.0,1.0,50.0,0.0,0.0,1.0,50.0,0.0,0.0,81
43,135548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,197579.0,1.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,41
44,104585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,41920.0,8.0,2514.7000000000003,2.0,754.6600000000001,6.0,1760.04,0.0,0.0,66
45,102087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,18763.0,30.0,712.34,1.0,40.0,29.0,672.34,0.0,0.0,81
46,126860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,168368.0,6.0,180.0,0.0,0.0,6.0,180.0,0.0,0.0,57
47,120710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,141145.0,3.0,74.37,0.0,0.0,3.0,74.37,0.0,0.0,67
48,142371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,211875.0,1.0,40.0,0.0,0.0,1.0,40.0,40.0,1.0,36
49,125901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,164259.0,1.0,30.0,0.0,0.0,1.0,30.0,0.0,0.0,62
50,132052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,186887.0,3.0,60.0,1.0,20.0,2.0,40.0,10.0,1.0,56
51,110640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,87388.0,1.0,12.39,0.0,0.0,1.0,12.39,0.0,0.0,55
52,121011,7244.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,142509.0,10.0,98.912,0.0,0.0,10.0,98.912,11.0,1.0,66
53,110607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,87214.0,1.0,24.79,0.0,0.0,1.0,24.79,0.0,0.0,58
54,112443,7212.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,97788.0,12.0,405.0,0.0,0.0,12.0,405.0,80.0,2.0,41
55,110218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,84097.0,1.0,37.18,1.0,37.18,0.0,0.0,0.0,0.0,48
56,110015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,82587.0,1.0,24.79,0.0,0.0,1.0,24.79,0.0,0.0,41
57,127700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,171430.0,2.0,20.0,0.0,0.0,2.0,20.0,0.0,0.0,66
58,114247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,108186.0,3.0,11.16,0.0,0.0,3.0,11.16,0.0,0.0,54
59,122641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,150511.0,4.0,107.0,0.0,0.0,4.0,107.0,0.0,0.0,65
60,123227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,153266.0,6.0,40.0,0.0,0.0,6.0,40.0,0.0,0.0,48
61,103057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,27885.0,1.0,26.28,0.0,0.0,1.0,26.28,0.0,0.0,43
62,138110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,204659.0,2.0,60.0,1.0,30.0,1.0,30.0,0.0,0.0,31
63,103992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,37100.0,15.0,837.48,1.0,50.0,14.0,787.48,0.0,0.0,41
64,139274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,206784.0,1.0,39.0,0.0,0.0,1.0,39.0,0.0,0.0,51
65,133143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,190239.0,1.0,35.0,0.0,0.0,1.0,35.0,0.0,0.0,58
66,140608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,208701.0,2.0,20.0,0.0,0.0,2.0,20.0,0.0,0.0,58
67,137320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,202898.0,1.0,50.0,0.0,0.0,1.0,50.0,50.0,1.0,60
68,120195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,138378.0,2.0,99.58,0.0,0.0,2.0,99.58,0.0,0.0,50
69,144652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,216429.0,2.0,48.39,0.0,0.0,2.0,48.39,0.0,0.0,60
70,135074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,196403.0,8.0,263.0,0.0,0.0,8.0,263.0,0.0,0.0,52
71,120797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,141578.0,1.0,12.39,0.0,0.0,1.0,12.39,0.0,0.0,66
72,137241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,202693.0,3.0,71.0,0.0,0.0,3.0,71.0,36.0,1.0,34
73,123448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154227.0,4.0,92.5,0.0,0.0,4.0,92.5,0.0,0.0,67
74,127181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,169557.0,3.0,80.0,0.0,0.0,3.0,80.0,0.0,0.0,33
75,143400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,213487.0,1.0,10.0,0.0,0.0,1.0,10.0,10.0,1.0,49
76,133585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,191697.0,4.0,123.0,0.0,0.0,4.0,123.0,0.0,0.0,51
77,129281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,177563.0,1.0,37.0,0.0,0.0,1.0,37.0,0.0,0.0,45
78,106420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,56642.0,8.0,198.32,0.0,0.0,8.0,198.32,0.0,0.0,42
79,120310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,139101.0,5.0,74.35,0.0,0.0,5.0,74.35,0.0,0.0,32
80,100875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7290.0,2.0,37.18,1.0,24.79,1.0,12.39,0.0,0.0,72
81,129379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,177892.0,1.0,30.0,0.0,0.0,1.0,30.0,0.0,0.0,59
82,129171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,177126.0,1.0,30.0,0.0,0.0,1.0,30.0,0.0,0.0,39
83,135592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,197747.0,1.0,36.0,0.0,0.0,1.0,36.0,0.0,0.0,55
84,134625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,195013.0,1.0,33.0,0.0,0.0,1.0,33.0,0.0,0.0,54
85,101112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9614.0,1.0,12.39,0.0,0.0,1.0,12.39,0.0,0.0,42
86,115541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,114711.0,1.0,24.79,0.0,0.0,1.0,24.79,0.0,0.0,72
87,117581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,125781.0,3.0,54.58,3.0,54.58,0.0,0.0,0.0,0.0,48
88,105378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48339.0,1.0,33.81,0.0,0.0,1.0,33.81,0.0,0.0,52
89,102661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,22865.0,3.0,61.97,0.0,0.0,3.0,61.97,0.0,0.0,29
90,107960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,68043.0,3.0,14.96,0.0,0.0,3.0,14.96,0.0,0.0,78
91,122968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,151977.0,1.0,12.5,0.0,0.0,1.0,12.5,0.0,0.0,31
92,120026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,137594.0,1.0,24.79,0.0,0.0,1.0,24.79,0.0,0.0,38
93,122244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,148407.0,3.0,93.85,0.0,0.0,3.0,93.85,0.0,0.0,73
94,128645,7244.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,175276.0,1.0,5.5,0.0,0.0,1.0,5.5,0.0,0.0,26
95,133355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,190868.0,4.0,25.0,0.0,0.0,4.0,25.0,5.0,1.0,34
96,115905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,116404.0,2.0,166.107,0.0,0.0,2.0,166.107,150.0,1.0,68
97,117502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,125065.0,3.0,79.75,0.0,0.0,3.0,79.75,0.0,0.0,57
98,116338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,118754.0,5.0,73.44,0.0,0.0,5.0,73.44,0.0,0.0,50
99,127497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,170668.0,2.0,60.0,0.0,0.0,2.0,60.0,0.0,0.0,85
100,125673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,163347.0,1.0,50.0,0.0,0.0,1.0,50.0,0.0,0.0,44
101,114453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,109269.0,2.0,65.0,0.0,0.0,2.0,65.0,0.0,0.0,53
102,123338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,153750.0,12.0,220.0,1.0,25.0,11.0,195.0,0.0,0.0,80
103,143900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,214079.0,1.0,10.0,0.0,0.0,1.0,10.0,10.0,1.0,60
104,132439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,188129.0,1.0,30.0,0.0,0.0,1.0,30.0,0.0,0.0,59
105,109393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,78125.0,1.0,68.05,0.0,0.0,1.0,68.05,0.0,0.0,83
106,128763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,175768.0,1.0,30.0,0.0,0.0,1.0,30.0,0.0,0.0,45
107,133177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,190339.0,1.0,35.0,0.0,0.0,1.0,35.0,0.0,0.0,53
108,124227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,157487.0,3.0,40.0,0.0,0.0,3.0,40.0,20.0,2.0,28
109,110430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,85865.0,5.0,96.66999999999999,1.0,46.48,4.0,50.19,0.0,0.0,40
110,126070,7074.0,2.0,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,164994.0,2.0,71.0,0.0,0.0,2.0,71.0,45.0,1.0,63
111,103038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,27753.0,1.0,27.27,0.0,0.0,1.0,27.27,0.0,0.0,29
112,140029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,207829.0,1.0,40.0,0.0,0.0,1.0,40.0,0.0,0.0,51
113,125784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,163742.0,1.0,50.0,0.0,0.0,1.0,50.0,0.0,0.0,42
114,123829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,155790.0,7.0,33.0,0.0,0.0,7.0,33.0,0.0,0.0,36
